ciudad,distrito,room_id,fecha_entrada,titulo,precio,viajeros,dormitorios,camas,baños,nota,reseñas,url
Barcelona,Les-Corts,13571420,2026-06-01,Apartamento en Barcelona,120.0,4.0,1.0,1.0,1.0,4.66,760.0,https://www.airbnb.es/rooms/13571420
Barcelona,Les-Corts,1414473753453618431,2026-06-01,Habitación de hotel compartida en Barcelona,96.0,,,4.0,,4.96,295.0,https://www.airbnb.es/rooms/1414473753453618431
Barcelona,Les-Corts,5256656,2026-06-01,Apartamento en Barcelona,190.0,6.0,2.0,3.0,1.0,4.66,700.0,https://www.airbnb.es/rooms/5256656
Barcelona,Les-Corts,1135216684465108261,2026-06-01,Apartamento en Barcelona,317.0,5.0,2.0,4.0,2.0,4.89,91.0,https://www.airbnb.es/rooms/1135216684465108261
Barcelona,Les-Corts,1681696951293486968,2026-06-01,Alojamiento en Barcelona,119.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1681696951293486968
Barcelona,Les-Corts,20030829,2026-06-01,Habitación en L'Hospitalet de Llobregat,46.0,,,1.0,,4.78,697.0,https://www.airbnb.es/rooms/20030829
Barcelona,Les-Corts,1623845411548133787,2026-06-01,Tres Torres Atiram Hotels,162.0,,,,,4.69,477.0,https://www.airbnb.es/rooms/1623845411548133787
Barcelona,Les-Corts,1629047930699126683,2026-06-01,Hotel Ronda Lesseps,165.0,,,,,4.78,596.0,https://www.airbnb.es/rooms/1629047930699126683
Barcelona,Les-Corts,1644128350843386600,2026-06-01,Sercotel Porta Barcelona,117.0,,,,,4.63,48.0,https://www.airbnb.es/rooms/1644128350843386600
Barcelona,Les-Corts,1600016322754075561,2026-06-01,chic&basic Velvet,156.0,,,,,5.0,3.0,https://www.airbnb.es/rooms/1600016322754075561
Barcelona,Les-Corts,1633928135410732873,2026-06-01,Sercotel Cornellà Barcelona,126.0,,,,,4.57,30.0,https://www.airbnb.es/rooms/1633928135410732873
Barcelona,Les-Corts,1644127533941365878,2026-06-01,Sercotel Sant Boi,112.0,,,,,4.58,65.0,https://www.airbnb.es/rooms/1644127533941365878
Barcelona,Les-Corts,1486820500847214284,2026-06-01,chic&basic Tallers Hostal,152.0,,,,,4.38,56.0,https://www.airbnb.es/rooms/1486820500847214284
Barcelona,Les-Corts,1627488784530128890,2026-06-01,Arenas Atiram Hotel,220.0,,,,,4.77,288.0,https://www.airbnb.es/rooms/1627488784530128890
Barcelona,Les-Corts,1395546731678953844,2026-06-01,chic&basic Born Boutique Hotel,164.0,,,,,4.58,111.0,https://www.airbnb.es/rooms/1395546731678953844
Barcelona,Les-Corts,1644124202990432706,2026-06-01,Sercotel Barcelona El Prat,161.0,,,,,4.71,41.0,https://www.airbnb.es/rooms/1644124202990432706
Barcelona,Les-Corts,52219850,2026-06-01,Habitación en L'Hospitalet de Llobregat,88.0,,,2.0,,4.89,193.0,https://www.airbnb.es/rooms/52219850
Barcelona,Les-Corts,22094381,2026-06-01,Apartamento en Barcelona,160.0,5.0,2.0,3.0,1.0,4.59,263.0,https://www.airbnb.es/rooms/22094381
Barcelona,Les-Corts,18580775,2026-06-01,Apartamento en Barcelona,269.0,7.0,3.0,5.0,2.0,4.68,187.0,https://www.airbnb.es/rooms/18580775
Barcelona,Les-Corts,585383336483878796,2026-06-01,Hotel en Barcelona,120.0,1.0,1.0,1.0,1.0,4.68,115.0,https://www.airbnb.es/rooms/585383336483878796
Barcelona,Les-Corts,1259116019707310328,2026-06-01,Apartamento en Barcelona,270.0,9.0,5.0,8.0,2.0,4.81,146.0,https://www.airbnb.es/rooms/1259116019707310328
Barcelona,Les-Corts,842389,2026-06-01,Apartamento en Barcelona,251.0,7.0,4.0,7.0,1.0,4.58,333.0,https://www.airbnb.es/rooms/842389
Barcelona,Les-Corts,1625561930981954879,2026-06-01,Alojamiento en L'Hospitalet de Llobregat,70.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1625561930981954879
Barcelona,Les-Corts,1680675123505072019,2026-06-01,Alojamiento en Barcelona,92.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1680675123505072019
Barcelona,Les-Corts,17220286,2026-06-01,Apartamento en L'Hospitalet de Llobregat,150.0,2.0,1.0,2.0,1.0,4.6,272.0,https://www.airbnb.es/rooms/17220286
Barcelona,Les-Corts,1425279784893662580,2026-06-01,Apartamento en Barcelona,180.0,2.0,1.0,3.0,0.0,4.66,87.0,https://www.airbnb.es/rooms/1425279784893662580
Barcelona,Les-Corts,1321567328957236283,2026-06-01,Habitación de hotel compartida en L'Hospitalet de Llobregat,36.0,,,1.0,,4.46,394.0,https://www.airbnb.es/rooms/1321567328957236283
Barcelona,Les-Corts,1689843380550258164,2026-06-01,Alojamiento en Barcelona,108.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1689843380550258164
Barcelona,Les-Corts,1690721429631322509,2026-06-01,Alojamiento en Barcelona,104.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690721429631322509
Barcelona,Les-Corts,5248745,2026-06-01,Apartamento en Barcelona,150.0,4.0,1.0,1.0,1.0,4.75,549.0,https://www.airbnb.es/rooms/5248745
Barcelona,Les-Corts,1381830149578594250,2026-06-01,Habitación compartida en Barcelona,44.0,,,,,4.72,612.0,https://www.airbnb.es/rooms/1381830149578594250
Barcelona,Les-Corts,1690527090152157222,2026-06-01,Alojamiento en Barcelona,134.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690527090152157222
Barcelona,Les-Corts,1659262466106730557,2026-06-01,Habitación compartida en L'Hospitalet de Llobregat,37.0,,,1.0,,4.47,47.0,https://www.airbnb.es/rooms/1659262466106730557
Barcelona,Les-Corts,1681707149199550963,2026-06-01,Alojamiento en Barcelona,119.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1681707149199550963
Barcelona,Les-Corts,1691373404448885892,2026-06-01,Apartamento en Barcelona,333.0,4.0,3.0,3.0,2.0,,,https://www.airbnb.es/rooms/1691373404448885892
Barcelona,Les-Corts,12236695,2026-06-01,Apartamento en Barcelona,394.0,4.0,1.0,4.0,1.0,4.85,506.0,https://www.airbnb.es/rooms/12236695
Barcelona,Les-Corts,1322489,2026-06-01,Apartamento en Hospitalet de Llobregat,340.0,2.0,1.0,1.0,1.0,4.85,501.0,https://www.airbnb.es/rooms/1322489
Barcelona,Les-Corts,24974193,2026-06-01,Apartamento en Barcelona,587.0,4.0,3.0,3.0,1.0,4.87,39.0,https://www.airbnb.es/rooms/24974193
Barcelona,Les-Corts,875171,2026-06-01,Apartamento en Barcelona,519.0,6.0,3.0,3.0,1.0,4.61,267.0,https://www.airbnb.es/rooms/875171
Barcelona,Les-Corts,38306095,2026-06-01,Apartamento en Barcelona,380.0,4.0,2.0,3.0,2.0,4.85,291.0,https://www.airbnb.es/rooms/38306095
Barcelona,Les-Corts,1603501294071391010,2026-06-01,Alojamiento en Barcelona,235.0,2.0,1.0,1.0,2.0,5.0,6.0,https://www.airbnb.es/rooms/1603501294071391010
Barcelona,Les-Corts,769312972900388299,2026-06-01,Habitaciones en Barcelona,131.0,,2.0,1.0,,4.87,131.0,https://www.airbnb.es/rooms/769312972900388299
Barcelona,Les-Corts,846093318788581404,2026-06-01,Apartamento en Barcelona,323.0,5.0,3.0,4.0,1.0,4.73,2670.0,https://www.airbnb.es/rooms/846093318788581404
Barcelona,Les-Corts,1064956,2026-06-01,Apartamento en Barcelona,194.0,2.0,1.0,1.0,1.0,4.43,188.0,https://www.airbnb.es/rooms/1064956
Barcelona,Les-Corts,20486545,2026-06-01,Apartamento en Barcelona,291.0,8.0,4.0,7.0,2.0,4.71,393.0,https://www.airbnb.es/rooms/20486545
Barcelona,Les-Corts,1086039450004234057,2026-06-01,Hostal en Barcelona,124.0,2.0,1.0,1.0,1.0,4.75,8.0,https://www.airbnb.es/rooms/1086039450004234057
Barcelona,Les-Corts,33385782,2026-06-01,Hotel boutique en Barcelona,160.0,3.0,1.0,2.0,1.0,4.77,372.0,https://www.airbnb.es/rooms/33385782
Barcelona,Les-Corts,23211786,2026-06-01,Apartamento en L'Hospitalet de Llobregat,159.0,4.0,1.0,1.0,1.0,4.67,301.0,https://www.airbnb.es/rooms/23211786
Barcelona,Les-Corts,1573198379967220519,2026-06-01,Alojamiento en Barcelona,104.0,2.0,1.0,1.0,1.0,4.69,13.0,https://www.airbnb.es/rooms/1573198379967220519
Barcelona,Les-Corts,45132322,2026-06-01,Hotel en Barcelona,147.0,2.0,1.0,2.0,0.0,4.71,231.0,https://www.airbnb.es/rooms/45132322
Barcelona,Les-Corts,1395616579066520047,2026-06-01,Habitación compartida en Barcelona,31.0,,,1.0,,4.46,1363.0,https://www.airbnb.es/rooms/1395616579066520047
Barcelona,Les-Corts,1650088777130237893,2026-06-01,Alojamiento en Barcelona,164.0,3.0,1.0,2.0,1.0,5.0,6.0,https://www.airbnb.es/rooms/1650088777130237893
Barcelona,Les-Corts,1576302000335009666,2026-06-01,Alojamiento en Barcelona,114.0,2.0,1.0,1.0,1.0,4.65,20.0,https://www.airbnb.es/rooms/1576302000335009666
Barcelona,Les-Corts,1630658378282856382,2026-06-01,Apartamento en Barcelona,336.0,10.0,4.0,6.0,2.0,,,https://www.airbnb.es/rooms/1630658378282856382
Barcelona,Les-Corts,52108241,2026-06-01,Hotel boutique en Barcelona,198.0,2.0,1.0,1.0,1.0,4.83,289.0,https://www.airbnb.es/rooms/52108241
Barcelona,Les-Corts,1581902367739167921,2026-06-01,Apartamento en Barcelona,270.0,11.0,4.0,7.0,2.0,4.88,33.0,https://www.airbnb.es/rooms/1581902367739167921
Barcelona,Les-Corts,1191091092407029733,2026-06-01,Apartamento en Barcelona,333.0,5.0,3.0,3.0,2.0,4.74,50.0,https://www.airbnb.es/rooms/1191091092407029733
Barcelona,Les-Corts,1681705230090553307,2026-06-01,Alojamiento en Barcelona,119.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1681705230090553307
Barcelona,Les-Corts,1624022739720889697,2026-06-01,Alojamiento en Barcelona,119.0,2.0,1.0,1.0,1.0,4.75,16.0,https://www.airbnb.es/rooms/1624022739720889697
Barcelona,Les-Corts,21390932,2026-06-01,Apartamento en Barcelona,291.0,8.0,4.0,7.0,2.0,4.77,374.0,https://www.airbnb.es/rooms/21390932
Barcelona,Les-Corts,1373839405296654999,2026-06-01,Apartamento en Barcelona,179.0,3.0,1.0,1.0,1.0,4.35,82.0,https://www.airbnb.es/rooms/1373839405296654999
Barcelona,Les-Corts,1394855747314311569,2026-06-01,Hotel en Barcelona,145.0,1.0,1.0,1.0,0.0,4.84,37.0,https://www.airbnb.es/rooms/1394855747314311569
Barcelona,Les-Corts,8420341,2026-06-01,Loft en L'Hospitalet de Llobregat,170.0,6.0,3.0,5.0,2.0,4.69,533.0,https://www.airbnb.es/rooms/8420341
Barcelona,Les-Corts,23317697,2026-06-01,Apartamento en L'Hospitalet de Llobregat,192.0,6.0,2.0,3.0,1.0,4.64,301.0,https://www.airbnb.es/rooms/23317697
Barcelona,Les-Corts,1373005404778595213,2026-06-01,Apartamento en Barcelona,191.0,2.0,1.0,1.0,1.0,4.81,52.0,https://www.airbnb.es/rooms/1373005404778595213
Barcelona,Les-Corts,708553347984639336,2026-06-01,Habitación en Cornellà de Llobregat,77.0,,,1.0,,4.84,321.0,https://www.airbnb.es/rooms/708553347984639336
Barcelona,Les-Corts,1625510271017292501,2026-06-01,Alojamiento en L'Hospitalet de Llobregat,70.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1625510271017292501
Barcelona,Les-Corts,24590131,2026-06-01,Hotel boutique en .,139.0,2.0,1.0,1.0,1.0,4.64,258.0,https://www.airbnb.es/rooms/24590131
Barcelona,Les-Corts,846199567435612629,2026-06-01,Apartamento en Barcelona,246.0,4.0,2.0,3.0,1.0,4.79,250.0,https://www.airbnb.es/rooms/846199567435612629
Barcelona,Les-Corts,53176052,2026-06-01,Hotel en Barcelona,144.0,2.0,1.0,2.0,1.0,4.47,631.0,https://www.airbnb.es/rooms/53176052
Barcelona,Les-Corts,1673310031253023327,2026-06-01,Alojamiento en Barcelona,114.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1673310031253023327
Barcelona,Les-Corts,23990630,2026-06-01,Loft en Barcelona,195.0,3.0,,1.0,1.0,4.91,493.0,https://www.airbnb.es/rooms/23990630
Barcelona,Les-Corts,35868837,2026-06-01,Apartamento en Esplugas de Llobregat,118.0,5.0,2.0,3.0,1.0,4.44,248.0,https://www.airbnb.es/rooms/35868837
Barcelona,Les-Corts,553555796025228650,2026-06-01,Apartamento en L'Hospitalet de Llobregat,159.0,2.0,1.0,1.0,1.0,4.76,113.0,https://www.airbnb.es/rooms/553555796025228650
Barcelona,Les-Corts,39691563,2026-06-01,Apartamento en Barcelona,201.0,3.0,1.0,3.0,1.0,4.84,499.0,https://www.airbnb.es/rooms/39691563
Barcelona,Les-Corts,1394826946727751336,2026-06-01,Hotel en Barcelona,140.0,1.0,1.0,1.0,0.0,4.89,18.0,https://www.airbnb.es/rooms/1394826946727751336
Barcelona,Les-Corts,1689861937015266395,2026-06-01,Alojamiento en Barcelona,129.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1689861937015266395
Barcelona,Les-Corts,1321578143173100090,2026-06-01,Habitación de hotel compartida en L'Hospitalet de Llobregat,37.0,,,1.0,,4.45,130.0,https://www.airbnb.es/rooms/1321578143173100090
Barcelona,Les-Corts,1966739,2026-06-01,Apartamento en Barcelona,344.0,7.0,3.0,5.0,2.0,4.76,241.0,https://www.airbnb.es/rooms/1966739
Barcelona,Les-Corts,1404511151413042934,2026-06-01,Habitación en L'Hospitalet de Llobregat,93.0,,,1.0,,4.69,70.0,https://www.airbnb.es/rooms/1404511151413042934
Barcelona,Les-Corts,1573117675347174653,2026-06-01,Alojamiento en Barcelona,105.0,2.0,1.0,1.0,1.0,4.81,16.0,https://www.airbnb.es/rooms/1573117675347174653
Barcelona,Les-Corts,45970180,2026-06-01,Apartamento en Barcelona,180.0,2.0,1.0,1.0,0.0,4.59,37.0,https://www.airbnb.es/rooms/45970180
Barcelona,Les-Corts,50972615,2026-06-01,Apartamento en Barcelona,308.0,7.0,4.0,4.0,2.0,4.68,544.0,https://www.airbnb.es/rooms/50972615
Barcelona,Les-Corts,888070459646437490,2026-06-01,Apartamento en Barcelona,189.0,5.0,2.0,3.0,2.0,4.51,288.0,https://www.airbnb.es/rooms/888070459646437490
Barcelona,Les-Corts,3144104,2026-06-01,Apartamento en Barcelona,280.0,6.0,3.0,4.0,1.0,4.9,1003.0,https://www.airbnb.es/rooms/3144104
Barcelona,Les-Corts,1290786013798769023,2026-06-01,Apartamento en Barcelona,258.0,5.0,2.0,3.0,1.0,4.74,62.0,https://www.airbnb.es/rooms/1290786013798769023
Barcelona,Les-Corts,39692277,2026-06-01,Apartamento en Barcelona,252.0,6.0,2.0,4.0,1.0,4.81,750.0,https://www.airbnb.es/rooms/39692277
Barcelona,Les-Corts,6399512,2026-06-01,Apartamento en Barcelona,150.0,4.0,1.0,1.0,1.0,4.7,125.0,https://www.airbnb.es/rooms/6399512
Barcelona,Les-Corts,19839429,2026-06-01,Apartamento en Barcelona,376.0,5.0,2.0,3.0,1.0,4.38,154.0,https://www.airbnb.es/rooms/19839429
Barcelona,Les-Corts,1299227531057750706,2026-06-01,Hostal en Barcelona,118.0,2.0,1.0,1.0,1.0,4.38,86.0,https://www.airbnb.es/rooms/1299227531057750706
Barcelona,Les-Corts,42577135,2026-06-01,Apartamento en Barcelona,189.0,4.0,2.0,3.0,1.0,4.36,117.0,https://www.airbnb.es/rooms/42577135
Barcelona,Les-Corts,1680670815324582174,2026-06-01,Alojamiento en Barcelona,96.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1680670815324582174
Barcelona,Les-Corts,5180175,2026-06-01,Apto. residencial en Barcelona,386.0,10.0,4.0,7.0,2.0,4.73,550.0,https://www.airbnb.es/rooms/5180175
Barcelona,Les-Corts,1689847132800234708,2026-06-01,Alojamiento en Barcelona,159.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1689847132800234708
Barcelona,Les-Corts,24978663,2026-06-01,Loft en Barcelona,207.0,2.0,,1.0,1.0,4.92,537.0,https://www.airbnb.es/rooms/24978663
Barcelona,Les-Corts,1394773500642844241,2026-06-01,Hotel en Barcelona,130.0,1.0,1.0,1.0,0.0,5.0,4.0,https://www.airbnb.es/rooms/1394773500642844241
Barcelona,Les-Corts,1689907563693973355,2026-06-01,Apartamento en Barcelona,290.0,9.0,4.0,6.0,2.0,,,https://www.airbnb.es/rooms/1689907563693973355
Barcelona,Les-Corts,1690700324694932302,2026-06-01,Apartamento en Barcelona,200.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690700324694932302
Barcelona,Les-Corts,863900549896733487,2026-06-01,Apartamento en L'Hospitalet de Llobregat,146.0,2.0,1.0,1.0,1.0,4.72,153.0,https://www.airbnb.es/rooms/863900549896733487
Barcelona,Les-Corts,31400940,2026-06-01,Apartamento en Barcelona,243.0,6.0,3.0,5.0,2.0,4.57,211.0,https://www.airbnb.es/rooms/31400940
Barcelona,Les-Corts,872166812392538323,2026-06-01,Apartamento en Barcelona,310.0,6.0,3.0,4.0,2.0,4.6,70.0,https://www.airbnb.es/rooms/872166812392538323
Barcelona,Les-Corts,886838723814651944,2026-06-01,Apartamento en Barcelona,197.0,3.0,1.0,2.0,1.0,4.73,730.0,https://www.airbnb.es/rooms/886838723814651944
Barcelona,Les-Corts,1379725300582682002,2026-06-01,Apartamento en Barcelona,414.0,4.0,2.0,4.0,2.0,4.91,47.0,https://www.airbnb.es/rooms/1379725300582682002
Barcelona,Les-Corts,54155170,2026-06-01,Apartamento en Barcelona,272.0,2.0,2.0,3.0,0.0,4.74,231.0,https://www.airbnb.es/rooms/54155170
Barcelona,Les-Corts,53058601,2026-06-01,Hotel en L'Hospitalet de Llobregat,147.0,2.0,1.0,1.0,1.0,4.52,95.0,https://www.airbnb.es/rooms/53058601
Barcelona,Les-Corts,1676320427388991062,2026-06-01,Alojamiento en Barcelona,89.0,2.0,1.0,1.0,3.0,,,https://www.airbnb.es/rooms/1676320427388991062
Barcelona,Les-Corts,553551629505818133,2026-06-01,Apartamento en L'Hospitalet de Llobregat,205.0,4.0,1.0,2.0,1.0,4.83,65.0,https://www.airbnb.es/rooms/553551629505818133
Barcelona,Les-Corts,1358768214927137133,2026-06-01,Apartamento en Barcelona,235.0,4.0,2.0,2.0,1.0,4.75,28.0,https://www.airbnb.es/rooms/1358768214927137133
Barcelona,Les-Corts,21653693,2026-06-01,Apartamento en Barcelona,225.0,3.0,1.0,3.0,1.0,4.85,220.0,https://www.airbnb.es/rooms/21653693
Barcelona,Les-Corts,33385364,2026-06-01,Hotel boutique en Barcelona,150.0,2.0,1.0,1.0,1.0,4.65,219.0,https://www.airbnb.es/rooms/33385364
Barcelona,Les-Corts,52609698,2026-06-01,Apartamento en L'Hospitalet de Llobregat,246.0,4.0,2.0,3.0,2.0,4.88,181.0,https://www.airbnb.es/rooms/52609698
Barcelona,Les-Corts,660135644455590631,2026-06-01,Apartamento en Barcelona,140.0,1.0,1.0,1.0,1.0,4.25,4.0,https://www.airbnb.es/rooms/660135644455590631
Barcelona,Les-Corts,1086031486385200943,2026-06-01,Hostal en Barcelona,128.0,2.0,1.0,1.0,0.0,4.49,88.0,https://www.airbnb.es/rooms/1086031486385200943
Barcelona,Les-Corts,1644015287878672196,2026-06-01,Apartamento en Barcelona,211.0,4.0,2.0,3.0,2.0,,,https://www.airbnb.es/rooms/1644015287878672196
Barcelona,Les-Corts,1503794664513191347,2026-06-01,Casa de invitados en L'Hospitalet de Llobregat,93.0,1.0,1.0,1.0,1.0,4.75,53.0,https://www.airbnb.es/rooms/1503794664513191347
Barcelona,Les-Corts,1081643973089542400,2026-06-01,Apartamento en Barcelona,194.0,4.0,2.0,4.0,0.0,4.43,30.0,https://www.airbnb.es/rooms/1081643973089542400
Barcelona,Les-Corts,53058752,2026-06-01,Hotel en L'Hospitalet de Llobregat,152.0,4.0,1.0,1.0,1.0,4.55,65.0,https://www.airbnb.es/rooms/53058752
Barcelona,Les-Corts,660129748682163259,2026-06-01,Apartamento en Barcelona,154.0,2.0,1.0,2.0,1.0,4.34,59.0,https://www.airbnb.es/rooms/660129748682163259
Barcelona,Les-Corts,1264297802923808590,2026-06-01,Apartamento en Barcelona,235.0,6.0,3.0,6.0,1.0,4.77,109.0,https://www.airbnb.es/rooms/1264297802923808590
Barcelona,Les-Corts,1690077062160900192,2026-06-01,Alojamiento en Barcelona,114.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690077062160900192
Barcelona,Les-Corts,1683879479810257006,2026-06-01,Alojamiento en Barcelona,126.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1683879479810257006
Barcelona,Les-Corts,1381218625872214057,2026-06-01,Apartamento en L'Hospitalet de Llobregat,263.0,4.0,2.0,3.0,1.0,5.0,30.0,https://www.airbnb.es/rooms/1381218625872214057
Barcelona,Les-Corts,578963822174688159,2026-06-01,Alojamiento en L'Hospitalet de Llobregat,99.0,3.0,1.0,1.0,1.0,4.84,49.0,https://www.airbnb.es/rooms/578963822174688159
Barcelona,Les-Corts,1690717698833005615,2026-06-01,Alojamiento en Barcelona,108.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690717698833005615
Barcelona,Les-Corts,50194220,2026-06-01,Hotel en Barcelona,199.0,1.0,,,1.0,4.71,42.0,https://www.airbnb.es/rooms/50194220
Barcelona,Les-Corts,13386885,2026-06-01,Apartamento en L'Hospitalet de Llobregat,173.0,3.0,1.0,1.0,1.0,4.51,201.0,https://www.airbnb.es/rooms/13386885
Barcelona,Les-Corts,841172740128200954,2026-06-01,Apartamento en Barcelona,278.0,5.0,2.0,4.0,1.0,4.69,144.0,https://www.airbnb.es/rooms/841172740128200954
Barcelona,Les-Corts,1243558382722731444,2026-06-01,Apartamento en L'Hospitalet de Llobregat,122.0,2.0,1.0,1.0,1.0,4.53,89.0,https://www.airbnb.es/rooms/1243558382722731444
Barcelona,Les-Corts,52047510,2026-06-01,Hostal en Barcelona,126.0,2.0,1.0,1.0,1.0,4.76,300.0,https://www.airbnb.es/rooms/52047510
Barcelona,Les-Corts,1632188413099400167,2026-06-01,Apartamento en Barcelona,187.0,4.0,1.0,2.0,1.0,4.22,9.0,https://www.airbnb.es/rooms/1632188413099400167
Barcelona,Les-Corts,1690589439627083553,2026-06-01,Alojamiento en Barcelona,124.0,2.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690589439627083553
Barcelona,Les-Corts,1026785632930992619,2026-06-01,Alojamiento en Barcelona,139.0,2.0,1.0,1.0,1.0,4.22,18.0,https://www.airbnb.es/rooms/1026785632930992619
Barcelona,Les-Corts,1355258257084496952,2026-06-01,Bed & breakfast en Sant Joan Despí,32.0,9.0,1.0,1.0,1.0,4.82,45.0,https://www.airbnb.es/rooms/1355258257084496952
Barcelona,Les-Corts,1086061834818753479,2026-06-01,Hostal en Barcelona,152.0,2.0,1.0,1.0,1.0,4.11,152.0,https://www.airbnb.es/rooms/1086061834818753479
Barcelona,Les-Corts,994238313069797296,2026-06-01,Hotel en Barcelona,180.0,2.0,1.0,1.0,1.0,4.73,80.0,https://www.airbnb.es/rooms/994238313069797296
Barcelona,Les-Corts,52047182,2026-06-01,Hostal en Barcelona,107.0,2.0,1.0,2.0,1.0,4.76,787.0,https://www.airbnb.es/rooms/52047182
Barcelona,Les-Corts,588263368399541801,2026-06-01,Hotel en Barcelona,150.0,2.0,1.0,2.0,1.0,4.61,77.0,https://www.airbnb.es/rooms/588263368399541801
Barcelona,Les-Corts,1164316691199027393,2026-06-01,Habitación en El Prat de Llobregat,77.0,,,1.0,,4.72,110.0,https://www.airbnb.es/rooms/1164316691199027393
Barcelona,Les-Corts,21761757,2026-06-01,Apartamento en Barcelona,180.0,2.0,1.0,2.0,0.0,4.64,113.0,https://www.airbnb.es/rooms/21761757
Barcelona,Les-Corts,5561974,2026-06-01,Habitación compartida en Barcelona,53.0,,,16.0,,4.71,1574.0,https://www.airbnb.es/rooms/5561974
Barcelona,Les-Corts,39753264,2026-06-01,Apartamento en Barcelona,293.0,5.0,2.0,4.0,1.0,4.66,449.0,https://www.airbnb.es/rooms/39753264
Barcelona,Les-Corts,1690074682089846198,2026-06-01,Alojamiento en Barcelona,124.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690074682089846198
Barcelona,Les-Corts,643237654635430610,2026-06-01,Apartamento en Barcelona,219.0,3.0,2.0,2.0,2.0,4.52,243.0,https://www.airbnb.es/rooms/643237654635430610
Barcelona,Les-Corts,10621483,2026-06-01,Apartamento en Barcelona,235.0,4.0,2.0,2.0,1.0,4.73,435.0,https://www.airbnb.es/rooms/10621483
Barcelona,Les-Corts,1690658878547198570,2026-06-01,Alojamiento en Barcelona,159.0,1.0,1.0,1.0,1.0,,,https://www.airbnb.es/rooms/1690658878547198570
Barcelona,Les-Corts,45947908,2026-06-01,Habitación compartida en Barcelona,48.0,,,,,4.55,11.0,https://www.airbnb.es/rooms/45947908
Barcelona,Les-Corts,1399112591589162337,2026-06-01,Apartamento en Barcelona,200.0,4.0,2.0,3.0,2.0,4.86,14.0,https://www.airbnb.es/rooms/1399112591589162337
Barcelona,Les-Corts,1197233259961117611,2026-06-01,Habitación en L'Hospitalet de Llobregat,82.0,,,1.0,,4.74,38.0,https://www.airbnb.es/rooms/1197233259961117611
Barcelona,Les-Corts,45228987,2026-06-01,Apartamento en Barcelona,272.0,4.0,2.0,4.0,1.0,4.43,171.0,https://www.airbnb.es/rooms/45228987
Barcelona,Les-Corts,1086385318652132563,2026-06-01,Habitación en Barcelona,59.0,,,1.0,,4.17,18.0,https://www.airbnb.es/rooms/1086385318652132563
Barcelona,Les-Corts,997039449508033338,2026-06-01,Habitación en L'Hospitalet de Llobregat,111.0,,,1.0,,4.71,65.0,https://www.airbnb.es/rooms/997039449508033338
Barcelona,Les-Corts,1395660922989787647,2026-06-01,Habitación compartida en Barcelona,36.0,,,1.0,,4.51,131.0,https://www.airbnb.es/rooms/1395660922989787647
Barcelona,Les-Corts,39959257,2026-06-01,Apartamento en Barcelona,230.0,6.0,2.0,3.0,1.0,4.59,133.0,https://www.airbnb.es/rooms/39959257
Barcelona,Les-Corts,1452841857638279568,2026-06-01,Hostal en Barcelona,68.0,1.0,,1.0,4.0,4.58,26.0,https://www.airbnb.es/rooms/1452841857638279568
Barcelona,Les-Corts,1573204871194391089,2026-06-01,Alojamiento en Barcelona,109.0,2.0,1.0,1.0,1.0,4.63,8.0,https://www.airbnb.es/rooms/1573204871194391089
Barcelona,Les-Corts,1302313221763681420,2026-06-01,Apartamento en Barcelona,226.0,5.0,3.0,1.0,1.0,4.97,31.0,https://www.airbnb.es/rooms/1302313221763681420
Barcelona,Les-Corts,1299331630232875541,2026-06-01,Hostal en Barcelona,108.0,1.0,1.0,1.0,0.0,4.13,15.0,https://www.airbnb.es/rooms/1299331630232875541
Barcelona,Les-Corts,45094691,2026-06-01,Apartamento en Barcelona,188.0,4.0,2.0,3.0,1.0,4.39,69.0,https://www.airbnb.es/rooms/45094691
Barcelona,Les-Corts,563553175219651122,2026-06-01,Habitación compartida en Barcelona,49.0,,,8.0,2.0,4.52,447.0,https://www.airbnb.es/rooms/563553175219651122
Barcelona,Les-Corts,1513040910596254391,2026-06-01,Apartamento en L'Hospitalet de Llobregat,157.0,4.0,1.0,1.0,1.0,4.76,46.0,https://www.airbnb.es/rooms/1513040910596254391
